,slice_file_name,fsID,start,end,salience,fold,classID,class
967,121285-0-0-1.wav,121285,0.5,4.5,1,6,0,air_conditioner
968,121285-0-0-2.wav,121285,1.0,5.0,1,6,0,air_conditioner
969,121285-0-0-3.wav,121285,1.5,5.5,1,6,0,air_conditioner
970,121285-0-0-4.wav,121285,2.0,6.0,1,6,0,air_conditioner
971,121285-0-0-5.wav,121285,2.5,6.5,1,6,0,air_conditioner
972,121285-0-0-6.wav,121285,3.0,7.0,1,6,0,air_conditioner
973,121285-0-0-7.wav,121285,3.5,7.5,1,6,0,air_conditioner
974,121285-0-0-8.wav,121285,4.0,8.0,1,6,0,air_conditioner
975,121285-0-0-9.wav,121285,4.5,8.5,1,6,0,air_conditioner
976,121286-0-0-0.wav,121286,0.0,4.0,1,5,0,air_conditioner
977,121286-0-0-1.wav,121286,0.5,4.5,1,5,0,air_conditioner
978,121286-0-0-10.wav,121286,5.0,9.0,1,5,0,air_conditioner
979,121286-0-0-11.wav,121286,5.5,9.5,1,5,0,air_conditioner
980,121286-0-0-12.wav,121286,6.0,10.0,1,5,0,air_conditioner
981,121286-0-0-13.wav,121286,6.5,10.5,1,5,0,air_conditioner
982,121286-0-0-14.wav,121286,7.0,11.0,1,5,0,air_conditioner
983,121286-0-0-15.wav,121286,7.5,11.5,1,5,0,air_conditioner
984,121286-0-0-2.wav,121286,1.0,5.0,1,5,0,air_conditioner
985,121286-0-0-3.wav,121286,1.5,5.5,1,5,0,air_conditioner
986,121286-0-0-4.wav,121286,2.0,6.0,1,5,0,air_conditioner
987,121286-0-0-5.wav,121286,2.5,6.5,1,5,0,air_conditioner
988,121286-0-0-6.wav,121286,3.0,7.0,1,5,0,air_conditioner
989,121286-0-0-7.wav,121286,3.5,7.5,1,5,0,air_conditioner
990,121286-0-0-8.wav,121286,4.0,8.0,1,5,0,air_conditioner
991,121286-0-0-9.wav,121286,4.5,8.5,1,5,0,air_conditioner
1169,127872-0-0-0.wav,127872,0.0,2.498417,1,2,0,air_conditioner
1170,127873-0-0-0.wav,127873,0.0,2.04075,1,1,0,air_conditioner
1326,13230-0-0-1.wav,13230,0.5,4.5,1,3,0,air_conditioner
1327,13230-0-0-10.wav,13230,5.0,9.0,1,3,0,air_conditioner
1328,13230-0-0-11.wav,13230,5.5,9.5,1,3,0,air_conditioner
1329,13230-0-0-12.wav,13230,6.0,10.0,1,3,0,air_conditioner
1330,13230-0-0-13.wav,13230,6.5,10.5,1,3,0,air_conditioner
1331,13230-0-0-14.wav,13230,7.0,11.0,1,3,0,air_conditioner
1332,13230-0-0-16.wav,13230,8.0,12.0,1,3,0,air_conditioner
1333,13230-0-0-17.wav,13230,8.5,12.5,1,3,0,air_conditioner
1334,13230-0-0-18.wav,13230,9.0,13.0,1,3,0,air_conditioner
1335,13230-0-0-19.wav,13230,9.5,13.5,1,3,0,air_conditioner
1336,13230-0-0-20.wav,13230,10.0,14.0,1,3,0,air_conditioner
1337,13230-0-0-22.wav,13230,11.0,15.0,1,3,0,air_conditioner
1338,13230-0-0-23.wav,13230,11.5,15.5,1,3,0,air_conditioner
1339,13230-0-0-24.wav,13230,12.0,16.0,1,3,0,air_conditioner
1340,13230-0-0-25.wav,13230,12.5,16.5,1,3,0,air_conditioner
1341,13230-0-0-26.wav,13230,13.0,17.0,1,3,0,air_conditioner
1342,13230-0-0-27.wav,13230,13.5,17.5,1,3,0,air_conditioner
1343,13230-0-0-28.wav,13230,14.0,18.0,1,3,0,air_conditioner
1344,13230-0-0-3.wav,13230,1.5,5.5,1,3,0,air_conditioner
1345,13230-0-0-5.wav,13230,2.5,6.5,1,3,0,air_conditioner
1346,13230-0-0-6.wav,13230,3.0,7.0,1,3,0,air_conditioner
1347,13230-0-0-7.wav,13230,3.5,7.5,1,3,0,air_conditioner
1348,13230-0-0-8.wav,13230,4.0,8.0,1,3,0,air_conditioner
1349,13230-0-0-9.wav,13230,4.5,8.5,1,3,0,air_conditioner
1383,134717-0-0-0.wav,134717,0.0,4.0,1,1,0,air_conditioner
1384,134717-0-0-1.wav,134717,0.5,4.5,1,1,0,air_conditioner
1385,134717-0-0-12.wav,134717,6.0,10.0,1,1,0,air_conditioner
1386,134717-0-0-13.wav,134717,6.5,10.5,1,1,0,air_conditioner
1387,134717-0-0-14.wav,134717,7.0,11.0,1,1,0,air_conditioner
1388,134717-0-0-15.wav,134717,7.5,11.5,1,1,0,air_conditioner
1389,134717-0-0-16.wav,134717,8.0,12.0,1,1,0,air_conditioner
1390,134717-0-0-18.wav,134717,9.0,13.0,1,1,0,air_conditioner
1391,134717-0-0-19.wav,134717,9.5,13.5,1,1,0,air_conditioner
1392,134717-0-0-2.wav,134717,1.0,5.0,1,1,0,air_conditioner
1393,134717-0-0-20.wav,134717,10.0,14.0,1,1,0,air_conditioner
1394,134717-0-0-21.wav,134717,10.5,14.5,1,1,0,air_conditioner
1395,134717-0-0-22.wav,134717,11.0,15.0,1,1,0,air_conditioner
1396,134717-0-0-23.wav,134717,11.5,15.5,1,1,0,air_conditioner
1397,134717-0-0-24.wav,134717,12.0,16.0,1,1,0,air_conditioner
1398,134717-0-0-25.wav,134717,12.5,16.5,1,1,0,air_conditioner
1399,134717-0-0-26.wav,134717,13.0,17.0,1,1,0,air_conditioner
1400,134717-0-0-27.wav,134717,13.5,17.5,1,1,0,air_conditioner
1401,134717-0-0-28.wav,134717,14.0,18.0,1,1,0,air_conditioner
1402,134717-0-0-4.wav,134717,2.0,6.0,1,1,0,air_conditioner
1403,134717-0-0-5.wav,134717,2.5,6.5,1,1,0,air_conditioner
1404,134717-0-0-6.wav,134717,3.0,7.0,1,1,0,air_conditioner
1405,134717-0-0-7.wav,134717,3.5,7.5,1,1,0,air_conditioner
1406,134717-0-0-8.wav,134717,4.0,8.0,1,1,0,air_conditioner
1407,134717-0-0-9.wav,134717,4.5,8.5,1,1,0,air_conditioner
1842,146690-0-0-100.wav,146690,50.0,54.0,1,2,0,air_conditioner
1843,146690-0-0-112.wav,146690,56.0,60.0,1,2,0,air_conditioner
1844,146690-0-0-115.wav,146690,57.5,61.5,1,2,0,air_conditioner
1845,146690-0-0-116.wav,146690,58.0,62.0,1,2,0,air_conditioner
1846,146690-0-0-117.wav,146690,58.5,62.5,1,2,0,air_conditioner
1847,146690-0-0-125.wav,146690,62.5,66.5,1,2,0,air_conditioner
1848,146690-0-0-137.wav,146690,68.5,72.5,1,2,0,air_conditioner
1849,146690-0-0-140.wav,146690,70.0,74.0,1,2,0,air_conditioner
1850,146690-0-0-151.wav,146690,75.5,79.5,1,2,0,air_conditioner
1851,146690-0-0-154.wav,146690,77.0,81.0,1,2,0,air_conditioner
1852,146690-0-0-155.wav,146690,77.5,81.5,1,2,0,air_conditioner
1853,146690-0-0-165.wav,146690,82.5,86.5,1,2,0,air_conditioner
1854,146690-0-0-17.wav,146690,8.5,12.5,1,2,0,air_conditioner
1855,146690-0-0-18.wav,146690,9.0,13.0,1,2,0,air_conditioner
1856,146690-0-0-25.wav,146690,12.5,16.5,1,2,0,air_conditioner
1857,146690-0-0-35.wav,146690,17.5,21.5,1,2,0,air_conditioner
1858,146690-0-0-38.wav,146690,19.0,23.0,1,2,0,air_conditioner
1859,146690-0-0-43.wav,146690,21.5,25.5,1,2,0,air_conditioner
1860,146690-0-0-47.wav,146690,23.5,27.5,1,2,0,air_conditioner
1861,146690-0-0-64.wav,146690,32.0,36.0,1,2,0,air_conditioner
1862,146690-0-0-8.wav,146690,4.0,8.0,1,2,0,air_conditioner
1863,146690-0-0-80.wav,146690,40.0,44.0,1,2,0,air_conditioner
1864,146690-0-0-86.wav,146690,43.0,47.0,1,2,0,air_conditioner
1865,146690-0-0-87.wav,146690,43.5,47.5,1,2,0,air_conditioner
1866,146690-0-0-93.wav,146690,46.5,50.5,1,2,0,air_conditioner
1867,146709-0-0-1.wav,146709,0.5,4.5,1,4,0,air_conditioner
1868,146709-0-0-11.wav,146709,5.5,9.5,1,4,0,air_conditioner
1869,146709-0-0-12.wav,146709,6.0,10.0,1,4,0,air_conditioner
1870,146709-0-0-17.wav,146709,8.5,12.5,1,4,0,air_conditioner
1871,146709-0-0-18.wav,146709,9.0,13.0,1,4,0,air_conditioner
1872,146709-0-0-19.wav,146709,9.5,13.5,1,4,0,air_conditioner
1873,146709-0-0-20.wav,146709,10.0,14.0,1,4,0,air_conditioner
1874,146709-0-0-22.wav,146709,11.0,15.0,1,4,0,air_conditioner
1875,146709-0-0-25.wav,146709,12.5,16.5,1,4,0,air_conditioner
1876,146709-0-0-26.wav,146709,13.0,17.0,1,4,0,air_conditioner
1877,146709-0-0-3.wav,146709,1.5,5.5,1,4,0,air_conditioner
1878,146709-0-0-30.wav,146709,15.0,19.0,1,4,0,air_conditioner
1879,146709-0-0-33.wav,146709,16.5,20.5,1,4,0,air_conditioner
1880,146709-0-0-34.wav,146709,17.0,21.0,1,4,0,air_conditioner
1881,146709-0-0-37.wav,146709,18.5,22.5,1,4,0,air_conditioner
1882,146709-0-0-44.wav,146709,22.0,26.0,1,4,0,air_conditioner
1883,146709-0-0-48.wav,146709,24.0,28.0,1,4,0,air_conditioner
1884,146709-0-0-53.wav,146709,26.5,30.5,1,4,0,air_conditioner
1885,146709-0-0-59.wav,146709,29.5,33.5,1,4,0,air_conditioner
1886,146709-0-0-63.wav,146709,31.5,35.5,1,4,0,air_conditioner
1887,146709-0-0-65.wav,146709,32.5,36.5,1,4,0,air_conditioner
1888,146709-0-0-66.wav,146709,33.0,37.0,1,4,0,air_conditioner
1889,146709-0-0-68.wav,146709,34.0,38.0,1,4,0,air_conditioner
1890,146709-0-0-7.wav,146709,3.5,7.5,1,4,0,air_conditioner
1891,146714-0-0-0.wav,146714,0.0,4.0,2,3,0,air_conditioner
1892,146714-0-0-12.wav,146714,6.0,10.0,2,3,0,air_conditioner
1893,146714-0-0-13.wav,146714,6.5,10.5,2,3,0,air_conditioner
1894,146714-0-0-17.wav,146714,8.5,12.5,2,3,0,air_conditioner
1895,146714-0-0-18.wav,146714,9.0,13.0,2,3,0,air_conditioner
1896,146714-0-0-2.wav,146714,1.0,5.0,2,3,0,air_conditioner
1897,146714-0-0-21.wav,146714,10.5,14.5,2,3,0,air_conditioner
1898,146714-0-0-22.wav,146714,11.0,15.0,2,3,0,air_conditioner
1899,146714-0-0-27.wav,146714,13.5,17.5,2,3,0,air_conditioner
1900,146714-0-0-33.wav,146714,16.5,20.5,2,3,0,air_conditioner
1901,146714-0-0-35.wav,146714,17.5,21.5,2,3,0,air_conditioner
1902,146714-0-0-36.wav,146714,18.0,22.0,2,3,0,air_conditioner
1903,146714-0-0-38.wav,146714,19.0,23.0,2,3,0,air_conditioner
1904,146714-0-0-41.wav,146714,20.5,24.5,2,3,0,air_conditioner
1905,146714-0-0-43.wav,146714,21.5,25.5,2,3,0,air_conditioner
1906,146714-0-0-45.wav,146714,22.5,26.5,2,3,0,air_conditioner
1907,146714-0-0-47.wav,146714,23.5,27.5,2,3,0,air_conditioner
1908,146714-0-0-49.wav,146714,24.5,28.5,2,3,0,air_conditioner
1909,146714-0-0-50.wav,146714,25.0,29.0,2,3,0,air_conditioner
1910,146714-0-0-53.wav,146714,26.5,30.5,2,3,0,air_conditioner
1911,146714-0-0-55.wav,146714,27.5,31.5,2,3,0,air_conditioner
1912,146714-0-0-56.wav,146714,28.0,32.0,2,3,0,air_conditioner
1913,146714-0-0-58.wav,146714,29.0,33.0,2,3,0,air_conditioner
1914,146714-0-0-6.wav,146714,3.0,7.0,2,3,0,air_conditioner
1982,147926-0-0-10.wav,147926,5.0,9.0,1,2,0,air_conditioner
1983,147926-0-0-11.wav,147926,5.5,9.5,1,2,0,air_conditioner
1984,147926-0-0-12.wav,147926,6.0,10.0,1,2,0,air_conditioner
1985,147926-0-0-16.wav,147926,8.0,12.0,1,2,0,air_conditioner
1986,147926-0-0-17.wav,147926,8.5,12.5,1,2,0,air_conditioner
1987,147926-0-0-2.wav,147926,1.0,5.0,1,2,0,air_conditioner
1988,147926-0-0-20.wav,147926,10.0,14.0,1,2,0,air_conditioner
1989,147926-0-0-21.wav,147926,10.5,14.5,1,2,0,air_conditioner
1990,147926-0-0-27.wav,147926,13.5,17.5,1,2,0,air_conditioner
1991,147926-0-0-28.wav,147926,14.0,18.0,1,2,0,air_conditioner
1992,147926-0-0-34.wav,147926,17.0,21.0,1,2,0,air_conditioner
1993,147926-0-0-35.wav,147926,17.5,21.5,1,2,0,air_conditioner
1994,147926-0-0-36.wav,147926,18.0,22.0,1,2,0,air_conditioner
1995,147926-0-0-37.wav,147926,18.5,22.5,1,2,0,air_conditioner
1996,147926-0-0-39.wav,147926,19.5,23.5,1,2,0,air_conditioner
1997,147926-0-0-4.wav,147926,2.0,6.0,1,2,0,air_conditioner
1998,147926-0-0-41.wav,147926,20.5,24.5,1,2,0,air_conditioner
1999,147926-0-0-42.wav,147926,21.0,25.0,1,2,0,air_conditioner
2000,147926-0-0-44.wav,147926,22.0,26.0,1,2,0,air_conditioner
868,117536-1-0-0.wav,117536,31.064967,31.640588,2,4,1,car_horn
875,118070-1-0-0.wav,118070,0.392887,0.6179640000000001,1,3,1,car_horn
919,118496-1-0-0.wav,118496,1.394779,1.649762,2,3,1,car_horn
920,118496-1-1-0.wav,118496,1.963587,2.155369,2,3,1,car_horn
992,121299-1-0-0.wav,121299,49.966977,50.599470000000004,2,5,1,car_horn
1203,128465-1-0-0.wav,128465,7.177949000000001,11.177949,2,6,1,car_horn
1204,128465-1-0-1.wav,128465,7.677949000000001,11.677949,2,6,1,car_horn
1205,128465-1-0-2.wav,128465,8.177949,12.177949,2,6,1,car_horn
1206,128465-1-0-3.wav,128465,8.677949,12.677949,2,6,1,car_horn
1207,128465-1-0-4.wav,128465,9.177949,13.177949,2,6,1,car_horn
1208,128465-1-0-5.wav,128465,9.677949,13.677949,2,6,1,car_horn
1209,128465-1-0-6.wav,128465,10.177949,14.177949,2,6,1,car_horn
1210,128465-1-0-7.wav,128465,10.677949,14.677949,2,6,1,car_horn
1211,128465-1-0-8.wav,128465,11.177949,15.177949,2,6,1,car_horn
1307,132073-1-0-0.wav,132073,0.940782,2.4042209999999997,2,2,1,car_horn
1308,132073-1-1-0.wav,132073,2.979144,4.128989,2,2,1,car_horn
1309,132073-1-2-0.wav,132073,4.41645,4.78231,2,2,1,car_horn
1310,132073-1-3-0.wav,132073,5.80149,7.787586,2,2,1,car_horn
1311,132073-1-4-0.wav,132073,8.310243,9.094228,2,2,1,car_horn
1312,132073-1-5-0.wav,132073,10.871261,12.230169,2,2,1,car_horn
1313,132073-1-6-0.wav,132073,35.409997,35.775857,2,2,1,car_horn
1638,143115-1-0-0.wav,143115,26.862734000000003,27.466390999999998,2,6,1,car_horn
1639,143115-1-1-0.wav,143115,31.490771000000002,32.698085,2,6,1,car_horn
1640,143115-1-2-0.wav,143115,39.187397,40.394711,2,6,1,car_horn
1641,143115-1-3-0.wav,143115,40.69654,41.149282,2,6,1,car_horn
1642,143115-1-4-0.wav,143115,58.001371999999996,58.353505000000006,2,6,1,car_horn
1803,145577-1-0-0.wav,145577,0.0,1.105569,1,2,1,car_horn
2120,151359-1-0-0.wav,151359,5.038068,5.180168,1,3,1,car_horn
2121,151359-1-1-0.wav,151359,9.100817999999999,9.255836,1,3,1,car_horn
2122,151359-1-2-0.wav,151359,11.322735,11.419621000000001,1,3,1,car_horn
2123,151359-1-3-0.wav,151359,13.777179,13.886982999999999,1,3,1,car_horn
2208,155129-1-0-0.wav,155129,13.299686999999999,13.403296,1,2,1,car_horn
2209,155129-1-1-0.wav,155129,13.702351,13.860120000000002,1,2,1,car_horn
2210,155129-1-2-0.wav,155129,296.18928,298.38990099999995,2,2,1,car_horn
2245,155234-1-0-0.wav,155234,101.719854,103.833373,2,2,1,car_horn
2342,156194-1-0-0.wav,156194,0.0,0.25208600000000003,2,1,1,car_horn
2846,161010-1-0-0.wav,161010,123.329283,125.09103400000001,2,4,1,car_horn
2847,161010-1-1-0.wav,161010,147.12408100000002,148.444179,2,4,1,car_horn
2848,161010-1-2-0.wav,161010,148.909412,149.647969,2,4,1,car_horn
2849,161010-1-3-0.wav,161010,274.678649,277.041262,2,4,1,car_horn
3006,162540-1-0-0.wav,162540,1.2556200000000002,1.618235,1,1,1,car_horn
3007,162540-1-1-0.wav,162540,5.888426,6.202331,1,1,1,car_horn
3008,162540-1-2-0.wav,162540,10.207327000000001,10.672773,1,1,1,car_horn
3009,162541-1-0-0.wav,162541,1.271857,1.758951,1,2,1,car_horn
3010,162541-1-1-0.wav,162541,5.8992510000000005,6.34846,1,2,1,car_horn
3011,162541-1-2-0.wav,162541,10.228976,10.667361,1,2,1,car_horn
3012,162702-1-0-0.wav,162702,0.0,0.10596199999999999,1,6,1,car_horn
3013,162702-1-1-0.wav,162702,0.452485,1.298459,2,6,1,car_horn
3014,162703-1-0-0.wav,162703,0.432845,1.592012,2,1,1,car_horn
3461,171249-1-0-0.wav,171249,6.670458999999999,7.433059,2,4,1,car_horn
3462,171249-1-1-0.wav,171249,11.144995,11.723836,2,4,1,car_horn
3463,171249-1-2-0.wav,171249,13.294977,13.59818,2,4,1,car_horn
3555,17307-1-0-0.wav,17307,11.275117,11.336696,2,2,1,car_horn
3638,174840-1-0-0.wav,174840,0.89259,3.875029,1,3,1,car_horn
3639,174841-1-0-0.wav,174841,1.0581399999999999,2.870053,1,4,1,car_horn
3701,175844-1-0-0.wav,175844,0.400001,1.2938129999999999,1,2,1,car_horn
3702,175845-1-0-0.wav,175845,1.667248,2.405537,1,1,1,car_horn
3703,175846-1-0-0.wav,175846,0.143475,1.6353870000000001,1,4,1,car_horn
3704,175847-1-0-0.wav,175847,0.065415,0.881925,1,3,1,car_horn
3705,175848-1-0-0.wav,175848,0.094818,0.632591,1,6,1,car_horn
3706,175849-1-0-0.wav,175849,0.035708,0.554668,1,5,1,car_horn
3708,175851-1-0-0.wav,175851,0.348692,1.791682,1,1,1,car_horn
3711,175854-1-0-0.wav,175854,0.060186,0.751776,1,3,1,car_horn
3712,175855-1-0-0.wav,175855,0.16530899999999998,0.712897,1,4,1,car_horn
3737,176003-1-0-0.wav,176003,0.031344,1.1523,1,4,1,car_horn
3747,176631-1-0-0.wav,176631,28.32413,30.302215000000004,2,3,1,car_horn
3748,176634-1-0-0.wav,176634,2.441912,2.7079299999999997,1,2,1,car_horn
3749,176638-1-0-0.wav,176638,4.51208,5.0611690000000005,1,1,1,car_horn
3750,176638-1-1-0.wav,176638,6.7243520000000006,7.520133,1,1,1,car_horn
4151,179858-1-0-0.wav,179858,0.627537,0.973626,1,1,1,car_horn
4152,179860-1-0-0.wav,179860,0.257272,1.348884,1,6,1,car_horn
4153,179861-1-0-0.wav,179861,0.16001600000000002,0.691407,1,5,1,car_horn
4154,179862-1-0-0.wav,179862,0.324883,0.70578,1,4,1,car_horn
4155,179863-1-0-0.wav,179863,0.14144500000000002,0.8972889999999999,1,3,1,car_horn
4156,179864-1-0-0.wav,179864,0.36288899999999996,1.166566,1,2,1,car_horn
4157,179865-1-0-0.wav,179865,0.31516900000000003,1.648178,2,3,1,car_horn
4158,179866-1-0-0.wav,179866,0.14543499999999998,0.630933,1,2,1,car_horn
4159,179866-1-1-0.wav,179866,0.913249,1.628663,1,2,1,car_horn
4160,179867-1-0-0.wav,179867,0.025481999999999998,0.566271,1,1,1,car_horn
4424,182474-1-0-0.wav,182474,1.26501,2.605597,1,6,1,car_horn
4454,184355-1-0-0.wav,184355,4.08756,4.750408,2,1,1,car_horn
4529,185436-1-0-0.wav,185436,18.261502,19.677122,2,5,1,car_horn
4530,185436-1-1-0.wav,185436,84.79565699999999,85.786591,2,5,1,car_horn
4531,185436-1-2-0.wav,185436,97.394678,99.94279399999999,2,5,1,car_horn
4532,185436-1-3-0.wav,185436,161.94696399999998,164.636643,2,5,1,car_horn
4533,185436-1-4-0.wav,185436,191.391867,195.214042,2,5,1,car_horn
4534,185436-1-5-0.wav,185436,225.508316,226.92393700000002,2,5,1,car_horn
4535,185436-1-6-0.wav,185436,235.134535,238.107337,2,5,1,car_horn
4536,185436-1-7-0.wav,185436,249.998548,251.272606,2,5,1,car_horn
4572,18594-1-0-0.wav,18594,11.503499,11.939286,1,3,1,car_horn
4573,18594-1-1-0.wav,18594,12.833291000000001,13.464541,1,3,1,car_horn
4574,18594-1-2-0.wav,18594,43.782548,43.982489,2,3,1,car_horn
4575,18594-1-3-0.wav,18594,44.50593,44.750801,1,3,1,car_horn
4576,18594-1-4-0.wav,18594,45.134957,45.350623,1,3,1,car_horn
4577,18594-1-5-0.wav,18594,45.714560999999996,46.033567,1,3,1,car_horn
4578,18594-1-6-0.wav,18594,77.17582800000001,77.611488,1,3,1,car_horn
4621,187356-1-0-0.wav,187356,20.664779,21.032153,2,4,1,car_horn
4622,187356-1-1-0.wav,187356,23.052709,24.338518,2,4,1,car_horn
4623,187356-1-2-0.wav,187356,28.471474,32.471474,2,4,1,car_horn
4624,187356-1-3-0.wav,187356,37.058838,40.548889,2,4,1,car_horn
4625,187356-1-4-0.wav,187356,48.998488,52.998488,2,4,1,car_horn
4626,187356-1-5-0.wav,187356,64.42819,67.04572900000001,2,4,1,car_horn
4627,187356-1-6-0.wav,187356,79.720127,81.41923100000001,2,4,1,car_horn
4718,18933-1-0-0.wav,18933,25.639242000000003,25.944262,2,6,1,car_horn
4804,19026-1-0-0.wav,19026,0.012822,1.050575,1,1,1,car_horn
5134,199769-1-0-0.wav,199769,0.8482729999999999,4.848273000000001,1,3,1,car_horn
5135,199769-1-0-1.wav,199769,1.348273,5.348273000000001,1,3,1,car_horn
5136,199769-1-0-10.wav,199769,5.848273000000001,9.848273,1,3,1,car_horn
5137,199769-1-0-11.wav,199769,6.348273000000001,10.348273,1,3,1,car_horn
5138,199769-1-0-12.wav,199769,6.848273,10.848273,1,3,1,car_horn
5139,199769-1-0-13.wav,199769,7.348273,11.348273,1,3,1,car_horn
5140,199769-1-0-14.wav,199769,7.848273,11.848273,1,3,1,car_horn
5141,199769-1-0-15.wav,199769,8.348272999999999,12.348272999999999,1,3,1,car_horn
5142,199769-1-0-16.wav,199769,8.848272999999999,12.848272999999999,1,3,1,car_horn
5143,199769-1-0-17.wav,199769,9.348272999999999,13.348273,1,3,1,car_horn
5144,199769-1-0-18.wav,199769,9.848272999999999,13.848273,1,3,1,car_horn
5145,199769-1-0-2.wav,199769,1.848273,5.848273000000001,1,3,1,car_horn
5146,199769-1-0-3.wav,199769,2.348273,6.348273000000001,1,3,1,car_horn
5147,199769-1-0-4.wav,199769,2.848273,6.848273,1,3,1,car_horn
5148,199769-1-0-5.wav,199769,3.3482730000000003,7.348273,1,3,1,car_horn
5149,199769-1-0-6.wav,199769,3.8482730000000003,7.848273,1,3,1,car_horn
5150,199769-1-0-7.wav,199769,4.348273000000001,8.348272999999999,1,3,1,car_horn
5151,199769-1-0-8.wav,199769,4.848273000000001,8.848272999999997,1,3,1,car_horn
5152,199769-1-0-9.wav,199769,5.348273000000001,9.348273,1,3,1,car_horn
5378,203956-1-0-0.wav,203956,14.903579,16.239276999999998,1,4,1,car_horn
5438,204765-1-0-0.wav,204765,24.327782,26.496128000000002,2,4,1,car_horn
5737,24074-1-0-0.wav,24074,13.060993,17.060993,1,1,1,car_horn
5738,24074-1-0-1.wav,24074,13.560993,17.560993,1,1,1,car_horn
5739,24074-1-0-10.wav,24074,18.060993,22.060993,1,1,1,car_horn
5740,24074-1-0-11.wav,24074,18.560993,22.560993,1,1,1,car_horn
5741,24074-1-0-12.wav,24074,19.060993,23.060993,1,1,1,car_horn
5742,24074-1-0-13.wav,24074,19.560993,23.560993,1,1,1,car_horn
5743,24074-1-0-2.wav,24074,14.060993,18.060993,1,1,1,car_horn
5744,24074-1-0-3.wav,24074,14.560993,18.560993,1,1,1,car_horn
5745,24074-1-0-4.wav,24074,15.060993,19.060993,1,1,1,car_horn
5746,24074-1-0-5.wav,24074,15.560993,19.560993,1,1,1,car_horn
5747,24074-1-0-6.wav,24074,16.060993,20.060993,1,1,1,car_horn
5748,24074-1-0-7.wav,24074,16.560993,20.560993,1,1,1,car_horn
5749,24074-1-0-8.wav,24074,17.060993,21.060993,1,1,1,car_horn
5750,24074-1-0-9.wav,24074,17.560993,21.560993,1,1,1,car_horn
5888,26177-1-0-0.wav,26177,0.0,0.246102,2,5,1,car_horn
5889,26177-1-1-0.wav,26177,0.8662780000000001,2.039362,1,5,1,car_horn
5890,26177-1-2-0.wav,26177,2.164053,3.6701949999999997,2,5,1,car_horn
5987,29932-1-0-0.wav,29932,181.72522800000002,183.56348899999998,2,6,1,car_horn
5988,29932-1-1-0.wav,29932,280.466103,281.91045099999997,2,6,1,car_horn
6098,32417-1-0-0.wav,32417,0.079235,0.42450299999999996,1,3,1,car_horn
6461,43802-1-0-0.wav,43802,1.111691,1.2936040000000002,1,6,1,car_horn
6462,43802-1-1-0.wav,43802,2.425507,2.627632,1,6,1,car_horn
6463,43802-1-2-0.wav,43802,8.044597999999999,8.287148,2,6,1,car_horn
6464,43803-1-0-0.wav,43803,2.225494,2.404799,2,5,1,car_horn
6475,44278-1-0-0.wav,44278,6.453018,7.489103999999999,2,4,1,car_horn
6476,44278-1-1-0.wav,44278,9.944179,10.282033,2,4,1,car_horn
